isAlive, hasCollided, currentDirection, nextDirection, remainingPellets, score
true false EAST WEST 178 0
true false WEST SOUTH 177 10
true false SOUTH WEST 177 10
true false WEST NORTH 176 20
true false NORTH SOUTH 176 20
true false SOUTH EAST 176 20
true false EAST NORTH 176 20
true false NORTH WEST 175 30
true false WEST NORTH 175 30
true false NORTH NORTH 174 40
true false NORTH WEST 174 40
true false WEST EAST 173 50
true false EAST EAST 173 50
true false EAST EAST 173 50
true false EAST SOUTH 173 50
true false SOUTH EAST 173 50
true false EAST SOUTH 173 50
true false SOUTH NORTH 173 50
true false NORTH NORTH 173 50
true false NORTH EAST 173 50
true false EAST WEST 173 50
true false WEST SOUTH 173 50
true false SOUTH WEST 173 50
true false WEST EAST 172 60
true false EAST NORTH 172 60
true false NORTH SOUTH 172 60
true false SOUTH EAST 172 60
true false EAST WEST 172 60
true false WEST SOUTH 172 60
true false SOUTH NORTH 172 60
true false NORTH SOUTH 172 60
true false SOUTH EAST 172 60
true false EAST WEST 172 60
true false WEST WEST 172 60
true false WEST SOUTH 172 60
true false SOUTH SOUTH 172 60
true false SOUTH SOUTH 172 60
true false SOUTH WEST 172 60
true false WEST SOUTH 171 70
true false SOUTH WEST 171 70
true false WEST EAST 170 80
true false EAST SOUTH 170 80
true false SOUTH EAST 170 80
true false EAST EAST 170 80
true false EAST EAST 170 80
true false EAST WEST 170 80
true false WEST WEST 170 80
true false WEST WEST 170 80
true false WEST SOUTH 170 80
true false SOUTH WEST 170 80
true false WEST NORTH 170 80
true false NORTH WEST 170 80
true false WEST WEST 169 90
true false WEST SOUTH 168 100
true false SOUTH EAST 168 100
true false EAST WEST 168 100
true false WEST EAST 168 100
true false EAST EAST 168 100
true false EAST EAST 168 100
true false EAST EAST 168 100
true false EAST WEST 168 100
true false WEST SOUTH 168 100
true false SOUTH NORTH 168 100
true false NORTH NORTH 168 100
true false NORTH EAST 168 100
true false EAST SOUTH 168 100
true false SOUTH WEST 168 100
true false WEST WEST 168 100
true false WEST NORTH 168 100
true false NORTH NORTH 168 100
true false NORTH NORTH 168 100
true false NORTH EAST 168 100
true false EAST SOUTH 168 100
true false SOUTH NORTH 168 100
true false NORTH EAST 168 100
true false EAST NORTH 168 100
true false NORTH EAST 168 100
true false EAST SOUTH 168 100
true false SOUTH NORTH 168 100
true false NORTH NORTH 168 100
true false NORTH WEST 168 100
true false WEST SOUTH 168 100
true false SOUTH NORTH 168 100
true false NORTH SOUTH 168 100
true false SOUTH EAST 168 100
true false EAST WEST 168 100
true false WEST WEST 168 100
true false WEST EAST 168 100
true false EAST SOUTH 168 100
true false SOUTH WEST 168 100
true false WEST WEST 168 100
true false WEST SOUTH 167 110
true false SOUTH NORTH 166 120
true false NORTH WEST 166 120
true false WEST WEST 166 120
true false WEST WEST 166 120
true false WEST SOUTH 166 120
true false SOUTH SOUTH 166 120
